id,level,section,question_type,question,option_a,option_b,option_c,option_d,answer,explanation
Q0887,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［戦術］",ぜんじゅづ,んじゅつ,せぬじゅつ,せんじゅつ,D,「戦術」の読みは「せんじゅつ」。 意味: tactics。
Q0888,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［共稼ぎ］",ともかせ,ともかせぎ,もかせぎ,ともがせぎ,B,「共稼ぎ」の読みは「ともかせぎ」。 意味: working together。
Q0889,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［助動詞］",じょどうし,じょうし,ょどうし,じょとうし,A,「助動詞」の読みは「じょどうし」。 意味: auxiliary verb。
Q0890,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［諦め］",きらめ,あきら,あきらめ,あぎらめ,C,「諦め」の読みは「あきらめ」。 意味: resignation。
Q0891,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［流し］",つかえる,こげちゃ,ながじ,ながし,D,「流し」の読みは「ながし」。 意味: sink。
Q0892,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［原則］",げんく,げんそく,げんそ,んそく,B,「原則」の読みは「げんそく」。 意味: principle。
Q0893,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［有力］",ゆうりよく,ゆうりょく,うりょく,ゆうりき,B,「有力」の読みは「ゆうりょく」。 意味: influence。
Q0894,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［再会］",ざいがい,さいい,いかい,さいかい,D,「再会」の読みは「さいかい」。 意味: meeting again。
Q0895,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［教科］",ぎょうが,きょうが,ょうか,きょうか,D,「教科」の読みは「きょうか」。 意味: subject。
Q0896,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［一括］",いかつ,いっつ,いっかつ,いっがつ,C,「一括」の読みは「いっかつ」。 意味: all together。
Q0897,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［時差］",じさ,ぶんご,むら,じざ,A,「時差」の読みは「じさ」。 意味: time difference。
Q0898,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［廃止］",ばいじ,まひ,てんじ,はいし,D,「廃止」の読みは「はいし」。 意味: abolition。
Q0899,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［好意］",ごうい,ちんぼつ,こうい,きょうい,C,「好意」の読みは「こうい」。 意味: good will。
Q0900,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［天災］",てんさ,てぬさい,てんい,てんさい,D,「天災」の読みは「てんさい」。 意味: natural calamity。
Q0901,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［発芽］",ばづが,めど,はつが,すばやい,C,「発芽」の読みは「はつが」。 意味: germination。
Q0902,N1,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

［賠償］",ばいしょう,ばいしよう,いしょう,ばいしょ,A,「賠償」の読みは「ばいしょう」。 意味: reparations。
Q0903,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［ちゅうどく］",中継,中毒,中立,中枢,B,「ちゅうどく」は「中毒」と書きます。 意味: poisoning。
Q0904,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［もらす］",漏れる,多数決,漏る,漏らす,D,「もらす」は「漏らす」と書きます。 意味: to let leak。
Q0905,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［りょうしき］",良識,良し,良心,良好,A,「りょうしき」は「良識」と書きます。 意味: good sense。
Q0906,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［なげく］",嘆く,志す,産後,態勢,A,「なげく」は「嘆く」と書きます。 意味: to sigh。
Q0907,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［ぼつらく］",没落,私物,版画,没収,A,「ぼつらく」は「没落」と書きます。 意味: ruin。
Q0908,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［ふきん］",配給,布告,大便,布巾,D,「ふきん」は「布巾」と書きます。 意味: dish cloth。
Q0909,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［はたく］",叩く,保守,断言,治安,A,「はたく」は「叩く」と書きます。 意味: to strike。
Q0910,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［のぞましい］",産婦人科,望ましい,代る代る,遅くとも,B,「のぞましい」は「望ましい」と書きます。 意味: desirable。
Q0911,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［かんじん］",様式,肝腎,知性,肝心,B,「かんじん」は「肝腎」と書きます。 意味: essential。
Q0912,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［ゆうわく］",誘導,詳細,誘惑,監視,C,「ゆうわく」は「誘惑」と書きます。 意味: temptation。
Q0913,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［こうしょう］",高原,高尚,審議,自転,B,「こうしょう」は「高尚」と書きます。 意味: high。
Q0914,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［ねうち］",値引き,値打ち,値,堪える,B,「ねうち」は「値打ち」と書きます。 意味: value。
Q0915,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［さえぎる］",暴力,持続,専用,遮る,D,「さえぎる」は「遮る」と書きます。 意味: to interrupt。
Q0916,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［けんりょく］",権力,取材,権限,権威,A,「けんりょく」は「権力」と書きます。 意味: (political) power。
Q0917,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［じょうりく］",上がり,上位,上陸,上空,C,「じょうりく」は「上陸」と書きます。 意味: landing。
Q0918,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［ごくらく］",極めて,極楽,極端,用品,B,「ごくらく」は「極楽」と書きます。 意味: paradise。
Q0919,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［ほかん］",保温,保険,保管,保つ,C,「ほかん」は「保管」と書きます。 意味: custody。
Q0920,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［しょうげん］",証拠,漏る,証,証言,D,「しょうげん」は「証言」と書きます。 意味: evidence。
Q0921,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［むよう］",無能,無茶,無用,無論,C,「むよう」は「無用」と書きます。 意味: useless。
Q0922,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［ねんしょう］",正当,燃料,燃焼,採択,C,「ねんしょう」は「燃焼」と書きます。 意味: burning。
Q0923,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［ぎょせん］",漁村,捕虜,漁船,盲点,C,「ぎょせん」は「漁船」と書きます。 意味: fishing boat。
Q0924,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［ていぎ］",定食,定める,定まる,定義,D,「ていぎ」は「定義」と書きます。 意味: definition。
Q0925,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［さいく］",細工,細菌,細胞,細やか,A,「さいく」は「細工」と書きます。 意味: work。
Q0926,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［つりかわ］",逆立ち,耳鼻科,逃れる,吊り革,D,「つりかわ」は「吊り革」と書きます。 意味: strap。
Q0927,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［よし］",良識,良し,良質,良心,B,「よし」は「良し」と書きます。 意味: all right!。
Q0928,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［あざむく］",焦る,欺く,再会,個性,B,「あざむく」は「欺く」と書きます。 意味: to deceive。
Q0929,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［まるめる］",丸々,上がり,丸ごと,丸める,D,「まるめる」は「丸める」と書きます。 意味: to make round。
Q0930,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［いっけん］",一面,一別,一連,一見,D,「いっけん」は「一見」と書きます。 意味: a look。
Q0931,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［かこう］",突く,調停,加工,加入,C,「かこう」は「加工」と書きます。 意味: manufacturing。
Q0932,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［にゅうしゅ］",直感,入浴,入賞,入手,D,「にゅうしゅ」は「入手」と書きます。 意味: obtaining。
Q0933,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［こんどう］",自覚,混血,下心,混同,D,「こんどう」は「混同」と書きます。 意味: confusion。
Q0934,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［たんいつ］",単一,単独,背く,単調,A,「たんいつ」は「単一」と書きます。 意味: single。
Q0935,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［あらす］",荒っぽい,荒らす,定める,使い道,B,「あらす」は「荒らす」と書きます。 意味: to damage。
Q0936,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［じょうしょう］",上昇,上演,上空,上回る,A,「じょうしょう」は「上昇」と書きます。 意味: rising。
Q0937,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［ぎきょく］",壮大,過密,戯曲,確定,C,「ぎきょく」は「戯曲」と書きます。 意味: play。
Q0938,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［たいひ］",対比,対決,対処,対面,A,「たいひ」は「対比」と書きます。 意味: contrast。
Q0939,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［みあい］",見落とす,見通し,見合い,見晴らし,C,「みあい」は「見合い」と書きます。 意味: formal marriage interview。
Q0940,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［とうそつ］",統制,統合,統率,統治,C,「とうそつ」は「統率」と書きます。 意味: command。
Q0941,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［とっきょ］",特産,特派,特許,特技,C,「とっきょ」は「特許」と書きます。 意味: special permission。
Q0942,N1,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

［へいじょう］",転回,平たい,平常,平方,C,「へいじょう」は「平常」と書きます。 意味: normal。
Q0943,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この問題は（　　）を要する。",即座の中止,感情的反発,慎重な判断,軽率な判断,C,慎重な判断を要する。
Q0944,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

彼の議論には（　　）がある。",飛行,飛散,飛躍的成長だけ,飛躍,D,議論に飛躍がある。
Q0945,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この政策は格差を（　　）しかねない。",助,助手,助長,助成金,C,助長する = encourage (often negative)。
Q0946,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

彼女は困難を（　　）乗り越えた。",見失って,見苦しく,見逃して,見事に,D,見事に乗り越える。
Q0947,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この結論は性急に（　　）。",失うだけ,失礼する,失する,失業する,C,性急に失する = be overly hasty。
Q0948,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

彼は批判を（　　）受け入れた。",真摯に,真逆に,真剣みなく,真心だけなく,A,真摯に。
Q0949,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この計画は（　　）に富む。",独自性だけなく独,独創性,独創,独自路線な味,B,独創性に富む。
Q0950,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

議論は（　　）に終わった。",不満,不明,不毛,不運,C,不毛に終わる。
Q0951,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

彼の態度は（　　）を欠く。",一貫,一言,一同,一貫性,D,一貫性を欠く。
Q0952,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この改革は既得権に（　　）する。",低触,抵触,提携,抵抗勢力だけ,B,抵触する。
Q0953,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

彼女は現状を（　　）に分析した。",冷淡な味,冷静すぎて誤り,冷徹,冷酷な人柄だけ,C,冷徹に分析。
Q0954,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この措置は（　　）的効果しかない。",対象,対照,対症,対称,C,対症療法的。
Q0955,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

彼は責任の所在を（　　）した。",明確化,鮮明,鮮明化だけ,曖昧,D,曖昧にした。
Q0956,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この問題は構造的に（　　）している。",疲れ,疲労困憊な個人,疲れた,疲弊,D,組織が疲弊する。
Q0957,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

彼女の指摘は（　　）を突いている。",急,急務だけ,急所,急速,C,急所を突く。
Q0958,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この説明は（　　）にすぎる。",抽象的,具体的,実践的,実証的,A,抽象的にすぎる。
Q0959,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

彼は反対意見を（　　）した。",封筒,封建,封鎖道路,封殺,D,封殺する。
Q0960,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

この数字は（　　）されている疑いがある。",粉砕,紛失,粉飾,粉,C,粉飾決算。
Q0961,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

議論の（　　）を合わせる。",土地,土俵,土曜,土台だけなく土,B,土俵を合わせる = set common ground。
Q0962,N1,vocabulary,context,"（　　）に入る最もよいものを選びなさい。

彼は問題を（　　）に先送りした。",安定,安易,安価,安堵,B,安易に先送り。
Q0963,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

彼はついに構想を撤回した。",彼は案を発表した。,彼はとうとう案を取り下げた。,彼は案を忘れた。,彼は案を押し通した。,B,撤回 ≒ 取り下げ。
Q0964,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

この判断は拙速だ。",この判断は遅い。,この判断は急ぎすぎだ。,この判断は慎重だ。,この判断はない。,B,拙速 = hasty and crude。
Q0965,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

彼女は彼を糾弾した。",彼女は彼を許した。,彼女は彼を無視した。,彼女は彼を厳しく責めた。,彼女は彼を褒めた。,C,糾弾 = denounce。
Q0966,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

この改革は形骸化した。",この改革は強化された。,この改革は中身がなくなった。,この改革は始まったばかりだ。,この改革は成功した。,B,形骸化 = become hollow。
Q0967,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

彼は保身に走った。",彼は責任を取った。,彼は大胆に挑戦した。,彼は他人を守った。,彼は自分を守ることばかり考えた。,D,保身。
Q0968,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

この議論は不毛だ。",この議論は楽しい。,この議論は成果を生まない。,この議論は有益だ。,この議論は短い。,B,不毛。
Q0969,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

彼女は忖度した。",彼女は無視した。,彼女は自分の意見だけ言った。,彼女は相手の意向を推測して動いた。,彼女は怒った。,C,忖度。
Q0970,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

この数字は過大評価だ。",この数字は正確だ。,この数字は実際より高く見積もられている。,この数字は実際より低い。,この数字はない。,B,過大評価。
Q0971,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

彼は詭弁を弄した。",彼は黙った。,彼は正直に話した。,彼は謝った。,彼は無理な理屈でごまかした。,D,詭弁。
Q0972,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

この制度は形ばかりだ。",この制度は実質を伴わない。,この制度は厳しい。,この制度はよく機能している。,この制度は新しい。,A,形ばかり。
Q0973,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

彼女は局面を打開した。",彼女は現状を維持した。,彼女は諦めた。,彼女は逃げた。,彼女は行き詰まりを破った。,D,打開。
Q0974,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

この発言は失当だ。",この発言は短い。,この発言はない。,この発言は適切でない。,この発言は正しい。,C,失当。
Q0975,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

彼は既成事実を作った。",彼は待った。,彼はルールを守った。,彼は先にやってしまって後から認めさせようとした。,彼は相談した。,C,既成事実。
Q0976,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

この批判は的を射ている。",この批判は古い。,この批判は弱い。,この批判は的外れだ。,この批判は要点を捉えている。,D,的を射る。
Q0977,N1,vocabulary,paraphrase,"意味が近いものを選びなさい。

彼女は矜持を保った。",彼女は諦めた。,彼女は誇りを失わなかった。,彼女は謙遜しすぎた。,彼女は怒った。,B,矜持 = pride。
Q0978,N1,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【形骸】",骨が形骸した。,規則が形骸化して誰も守らなくなった。,彼は形骸に歩いた。,形骸な風だ。,B,形骸化。
Q0979,N1,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【踏襲】",この机は踏襲だ。,踏襲な雨だ。,彼は踏襲に怒った。,従来の方針を踏襲する。,D,踏襲する = follow (precedent)。
Q0980,N1,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【喚起】",彼は喚起に泳いだ。,喚起な空だ。,注意を喚起する。,この味は喚起だ。,C,喚起する。
Q0981,N1,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【是正】",この山は是正だ。,不公平を是正する。,是正な風だ。,彼は是正に寝た。,B,是正する = correct (an injustice)。
Q0982,N1,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【逸脱】",規則から逸脱する。,逸脱な料理だ。,彼は逸脱に走った、文として不自然。,この本は逸脱だ。,A,逸脱する。
Q0983,N1,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【拮抗】",この机は拮抗だ。,彼は拮抗に笑った。,二社のシェアが拮抗している。,拮抗な雨だ。,C,拮抗する = be neck and neck。
Q0984,N1,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【露呈】",露呈な空だ。,矛盾が露呈した。,この橋は露呈だ。,彼は露呈に歩いた。,B,露呈する = come to light。
Q0985,N1,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【払拭】",不安を払拭する。,この味は払拭だ。,払拭な風だ。,彼は払拭に怒った。,A,払拭する = wipe away。
Q0986,N1,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【罷免】",彼は罷免に泳いだ。,この机は罷免だ。,罷免な雨だ。,大臣が罷免された。,D,罷免 = dismiss from office。
Q0987,N1,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【踏まえる】",床を踏まえて歩いた、ただの歩行。,過去の失敗を踏まえて計画する。,この山は踏まえるだ。,踏まえるな風だ。,B,を踏まえて = based on。
Q0988,N1,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【鑑みる】",先例に鑑みて判断する。,鑑みるな空だ。,鏡に鑑みた。,彼は鑑みに走った。,A,に鑑みて。
Q0989,N1,vocabulary,usage,"言葉の使い方として最もよいものを選びなさい。

【準ずる】",準ずるな雨だ。,正社員に準ずる待遇だ。,彼は準ずるに寝た。,この本は準ずるだ。,B,に準ずる。
Q0990,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

この仕事を任せられるのは、彼を（　　）ほかにいない。",もって,こめて,おいて,ふまえて,C,をおいてほかにない。
Q0991,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

努力（　　）成功はあり得ない。",いかん,ごとき,ならでは,なくして,D,なくして〜ない。
Q0992,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

結果の（　　）では、計画を見直す。",いかん,ながらに,ながらも,ごとき,A,いかんでは。
Q0993,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼（　　）人はそういない。",のごとくだけ走る,のごとき,ながらの,ながらも,B,ごとき。
Q0994,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼の健康が案じられて（　　）。",やまない雨,たまらないほど暇,ならない,おかない罰,C,てならない = can't help。
Q0995,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

暑くて（　　）。",ならないだけ論理,やまない,おかない,たまらない,D,てたまらない。
Q0996,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

ご発展を願って（　　）。",たまらない,やまない,ならない暑さ,おかない,B,てやまない。
Q0997,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は怒りを抑えずには（　　）。",おかないまで,おかなかった,いられなかった、別パターン,すまなかっただけ,B,ずにはおかない。
Q0998,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

言わずには（　　）内容だ。",いられない,すまないだけ,ならない暑さ,おかない罰,A,ずにはいられない。
Q0999,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

謝らずには（　　）だろう。",おかない,いられない暑さ,すまない,ならない,C,ずにはすまない。
Q1000,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

見るからに（　　）様子だった。",関係ない,具合が悪そうな,元気なばかり,普通の,B,見るからに。
Q1001,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は来る（　　）と思っていたのに。",ことと,はずがなく必ず,わけではなく必ず来る,ものと,D,来るものと思っていた。
Q1002,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

そんな要求、応じられる（　　）ではない。",もの,はずのみ,こと,わけのみ必ず,A,ものではない。
Q1003,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

言った（　　）責任を取れ。",からには,からして笑顔,からといって逃げてよい,からでないと開始,A,からには。
Q1004,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼の態度（　　）許せない。",からといって必ず,からして,からでないと,からには守れ,B,からして。
Q1005,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

失礼（　　）態度だ。",極まる暇,極まりない,極めてない,極みなく簡単,B,極まりない。
Q1006,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

危険（　　）行為だ。",極まる,極みなく安全,極めてない,極まりある,A,危険極まる。
Q1007,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は泣かん（　　）だった。",ばかりか反対,ばかり,がため,とばかりに,B,んばかり。
Q1008,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

合格せん（　　）勉強している。",がため,とばかり,ばかりか,ばかり,A,んがため。
Q1009,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は待っていたと（　　）飛び出した。",んがため,ばかりか,んばかり,ばかりに,D,とばかりに。
Q1010,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

急な（　　）、準備不足は否めない。",ことなし,ことだし,こととて,ことには,C,こととて = because (given that)。
Q1011,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は来るや（　　）、文句を言い始めた。",いなや,ならず,否応,否め,A,やいなや。
Q1012,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

ベルが鳴るか（　　）かのうちに飛び出した。",鳴ろう,鳴った,鳴らない,鳴って,C,るか〜ないかのうちに。
Q1013,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

家に着いた（　　）、雨が降り出した。",と思うな,と思いきや晴れ,かと思うと,かと思いきや止まって,C,かと思うと。
Q1014,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

簡単かと（　　）、実は難しかった。",思うとすぐ,思わず,思いきや,思えば必ず,C,かと思いきや。
Q1015,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は卒業する（　　）、会社を起こした。",そばから,かたわら,ながらも,が早いか,D,が早いか = as soon as。
Q1016,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

教えた（　　）忘れていく。",かたわら,やいなや,が早いか,そばから,D,そばから = as soon as (repeated)。
Q1017,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

仕事の（　　）、小説も書いている。",が早いか,やいなや,そばから,かたわら,D,かたわら = alongside。
Q1018,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

この問題は、彼をおいて（　　）。",任せるな,関係ない,誰でもいい,ほかに任せられない,D,をおいてほかに。
Q1019,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

今さら後悔した（　　）。",ところでどうにもならない,ところで必ず変わる,ところで成功する,ところで始める価値大,A,たところで = even if。
Q1020,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

行こうが（　　）が、結果は同じだ。",行って,行くまい,行った,行く,B,うが〜まいが。
Q1021,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼であれ彼女（　　）、例外はない。",であって,であれば,であれ,であり,C,であれ〜であれ。
Q1022,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

この料理は、この店（　　）だ。",ならでは,ながらに,ながらも,ながらの,A,ならでは。
Q1023,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

生まれ（　　）の才能だ。",ながらに生き,ながら,ならでは,ながらも,B,生まれながらの。
Q1024,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は貧困（　　）学問を続けた。",ながらの,ながらも,ならでは,ながらに,B,ながらも。
Q1025,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

理由の（　　）、遅刻は認めない。",いかんでは認める,いかんともしがたい成功,いかんによらず,いかん,C,いかんによらず = regardless。
Q1026,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

この件は、部長の判断に（　　）。",かけてだけ,かかわらず必ず,かかわりなく無関係,かかっている,D,にかかっている。
Q1027,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼の成功は努力に（　　）。",ほかならない,ほかない選択,ほかにも原因多数、否定,ほかでは,A,にほかならない。
Q1028,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

言う（　　）だ。やるしかない。",まで,までで,までもない,までに,A,までだ。
Q1029,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

説明する（　　）。誰でも知っている。",までもない,までだ,までで,までに,A,までもない。
Q1030,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

彼は遅刻の（　　）だ。",うち,限り,始末,極み,C,始末だ (negative outcome)。
Q1031,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

できる（　　）やってみよう。",だけのことは,だけまし,だけあって必ず成功,だけに難しい,A,だけのことはする。
Q1032,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

失敗した。それでも、やらない（　　）。",だけのことは,だけましだ,だけに,だけあって,B,ないだけまし。
Q1033,N1,grammar,form,"（　　）に入る最もよいものを選びなさい。

プロ（　　）、違う。",だけに失敗,だけのことはなく失敗,だけあって,だけまし,C,だけあって。
